,Unnamed: 0,permutations,route,distances
1398,1398,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['MCAR', '37.829065', '-122.267040'], dtype=object))",MLPT -> MCAR,57.20399999999999
1399,1399,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['MLBR', '37.600271', '-122.386702'], dtype=object))",MLPT -> MLBR,48.61
1400,1400,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['MONT', '37.789405', '-122.401066'], dtype=object))",MLPT -> MONT,61.678999999999995
1401,1401,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['NBRK', '37.873967', '-122.283440'], dtype=object))",MLPT -> NBRK,62.133
1402,1402,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['NCON', '38.003193', '-122.024653'], dtype=object))",MLPT -> NCON,67.043
1403,1403,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['OAKL', '37.713238', '-122.212191'], dtype=object))",MLPT -> OAKL,44.049
1404,1404,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['ORIN', '37.878361', '-122.183791'], dtype=object))",MLPT -> ORIN,58.145
1405,1405,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['PITT', '38.018914', '-121.945154'], dtype=object))",MLPT -> PITT,67.92
1406,1406,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['PCTR', '38.016941', '-121.889457'], dtype=object))",MLPT -> PCTR,67.53399999999999
1407,1407,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['PHIL', '37.928468', '-122.056012'], dtype=object))",MLPT -> PHIL,59.486999999999995
1408,1408,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['POWL', '37.784471', '-122.407974'], dtype=object))",MLPT -> POWL,61.754
1409,1409,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['RICH', '37.936853', '-122.353099'], dtype=object))",MLPT -> RICH,71.367
1410,1410,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['ROCK', '37.844702', '-122.251371'], dtype=object))",MLPT -> ROCK,57.858999999999995
1411,1411,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['SBRN', '37.637761', '-122.416287'], dtype=object))",MLPT -> SBRN,52.833
1412,1412,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['SFIA', '37.615966', '-122.392409'], dtype=object))",MLPT -> SFIA,49.838
1413,1413,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['SANL', '37.721947', '-122.160844'], dtype=object))",MLPT -> SANL,42.075
1414,1414,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['SHAY', '37.634375', '-122.057189'], dtype=object))",MLPT -> SHAY,28.938000000000002
1415,1415,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['SSAN', '37.664245', '-122.443960'], dtype=object))",MLPT -> SSAN,56.401
1416,1416,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['UCTY', '37.590630', '-122.017388'], dtype=object))",MLPT -> UCTY,22.968000000000004
1417,1417,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['WCRK', '37.905522', '-122.067527'], dtype=object))",MLPT -> WCRK,57.281000000000006
1418,1418,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['WARM', '37.502171', '-121.939313'], dtype=object))",MLPT -> WARM,11.082
1419,1419,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['WDUB', '37.699756', '-121.928240'], dtype=object))",MLPT -> WDUB,32.391
1420,1420,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['WOAK', '37.804872', '-122.295140'], dtype=object))",MLPT -> WOAK,56.562
1421,1421,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['12TH', '37.803768', '-122.271450'], dtype=object))",MONT -> 12TH,11.513
1422,1422,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['16TH', '37.765062', '-122.419694'], dtype=object))",MONT -> 16TH,3.167
1423,1423,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['19TH', '37.808350', '-122.268602'], dtype=object))",MONT -> 19TH,11.841
1424,1424,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['24TH', '37.752470', '-122.418143'], dtype=object))",MONT -> 24TH,4.378
1425,1425,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['ANTC', '37.995388', '-121.780420'], dtype=object))",MONT -> ANTC,59.148999999999994
1426,1426,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['ASHB', '37.852803', '-122.270062'], dtype=object))",MONT -> ASHB,13.51
1427,1427,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['BALB', '37.721585', '-122.447506'], dtype=object))",MONT -> BALB,8.585
1428,1428,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['BAYF', '37.696924', '-122.126514'], dtype=object))",MONT -> BAYF,26.269000000000002
1429,1429,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['BERY', '37.368473', '-121.874681'], dtype=object))",MONT -> BERY,65.971
1430,1430,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['CAST', '37.690746', '-122.075602'], dtype=object))",MONT -> CAST,30.684
1431,1431,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['CIVC', '37.779732', '-122.414123'], dtype=object))",MONT -> CIVC,1.575
1432,1432,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['COLS', '37.753661', '-122.196869'], dtype=object))",MONT -> COLS,18.403
1433,1433,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['COLM', '37.684638', '-122.466233'], dtype=object))",MONT -> COLM,12.997
1434,1434,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['CONC', '37.973737', '-122.029095'], dtype=object))",MONT -> CONC,38.59
1435,1435,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['DALY', '37.706121', '-122.469081'], dtype=object))",MONT -> DALY,11.036
1436,1436,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['DBRK', '37.870104', '-122.268133'], dtype=object))",MONT -> DBRK,14.741
1437,1437,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['DUBL', '37.701687', '-121.899179'], dtype=object))",MONT -> DUBL,45.245
1438,1438,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['DELN', '37.925086', '-122.316794'], dtype=object))",MONT -> DELN,16.822
1439,1439,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['PLZA', '37.902632', '-122.298904'], dtype=object))",MONT -> PLZA,15.475999999999999
1440,1440,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['EMBR', '37.792874', '-122.397020'], dtype=object))",MONT -> EMBR,525.0
1441,1441,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['FRMT', '37.557465', '-121.976608'], dtype=object))",MONT -> FRMT,45.446000000000005
1442,1442,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['FTVL', '37.774836', '-122.224175'], dtype=object))",MONT -> FTVL,15.647
1443,1443,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['GLEN', '37.733064', '-122.433817'], dtype=object))",MONT -> GLEN,6.902
1444,1444,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['HAYW', '37.669723', '-122.087018'], dtype=object))",MONT -> HAYW,30.691999999999997
1445,1445,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['LAFY', '37.893176', '-122.124630'], dtype=object))",MONT -> LAFY,26.906999999999996
1446,1446,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['LAKE', '37.797027', '-122.265180'], dtype=object))",MONT -> LAKE,11.984000000000002
1447,1447,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['MCAR', '37.829065', '-122.267040'], dtype=object))",MONT -> MCAR,12.587
1448,1448,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['MLBR', '37.600271', '-122.386702'], dtype=object))",MONT -> MLBR,21.092
1449,1449,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['MLPT', '37.410277', '-121.891081'], dtype=object))",MONT -> MLPT,61.678999999999995
1450,1450,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['NBRK', '37.873967', '-122.283440'], dtype=object))",MONT -> NBRK,13.985
1451,1451,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['NCON', '38.003193', '-122.024653'], dtype=object))",MONT -> NCON,40.74
1452,1452,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['OAKL', '37.713238', '-122.212191'], dtype=object))",MONT -> OAKL,18.662
1453,1453,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['ORIN', '37.878361', '-122.183791'], dtype=object))",MONT -> ORIN,21.517
1454,1454,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['PITT', '38.018914', '-121.945154'], dtype=object))",MONT -> PITT,47.501000000000005
1455,1455,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['PCTR', '38.016941', '-121.889457'], dtype=object))",MONT -> PCTR,51.585
1456,1456,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['PHIL', '37.928468', '-122.056012'], dtype=object))",MONT -> PHIL,34.049
1457,1457,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['POWL', '37.784471', '-122.407974'], dtype=object))",MONT -> POWL,819.0
1458,1458,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['RICH', '37.936853', '-122.353099'], dtype=object))",MONT -> RICH,16.947
1459,1459,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['ROCK', '37.844702', '-122.251371'], dtype=object))",MONT -> ROCK,14.532
1460,1460,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['SBRN', '37.637761', '-122.416287'], dtype=object))",MONT -> SBRN,16.934
1461,1461,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['SFIA', '37.615966', '-122.392409'], dtype=object))",MONT -> SFIA,19.322
1462,1462,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['SANL', '37.721947', '-122.160844'], dtype=object))",MONT -> SANL,22.436999999999998
1463,1463,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['SHAY', '37.634375', '-122.057189'], dtype=object))",MONT -> SHAY,34.856
1464,1464,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['SSAN', '37.664245', '-122.443960'], dtype=object))",MONT -> SSAN,14.436
1465,1465,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['UCTY', '37.590630', '-122.017388'], dtype=object))",MONT -> UCTY,40.397
1466,1466,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['WCRK', '37.905522', '-122.067527'], dtype=object))",MONT -> WCRK,32.042
1467,1467,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['WARM', '37.502171', '-121.939313'], dtype=object))",MONT -> WARM,51.758
1468,1468,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['WDUB', '37.699756', '-121.928240'], dtype=object))",MONT -> WDUB,51.758
1469,1469,"(array(['MONT', '37.789405', '-122.401066'], dtype=object), array(['WOAK', '37.804872', '-122.295140'], dtype=object))",MONT -> WOAK,9.475
1470,1470,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['12TH', '37.803768', '-122.271450'], dtype=object))",NBRK -> 12TH,7.885
1471,1471,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['16TH', '37.765062', '-122.419694'], dtype=object))",NBRK -> 16TH,17.045
1472,1472,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['19TH', '37.808350', '-122.268602'], dtype=object))",NBRK -> 19TH,7.42
1473,1473,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['24TH', '37.752470', '-122.418143'], dtype=object))",NBRK -> 24TH,17.979
1474,1474,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['ANTC', '37.995388', '-121.780420'], dtype=object))",NBRK -> ANTC,46.187
1475,1475,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['ASHB', '37.852803', '-122.270062'], dtype=object))",NBRK -> ASHB,2.633
1476,1476,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['BALB', '37.721585', '-122.447506'], dtype=object))",NBRK -> BALB,22.271
1477,1477,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['BAYF', '37.696924', '-122.126514'], dtype=object))",NBRK -> BAYF,24.063000000000002
1478,1478,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['BERY', '37.368473', '-121.874681'], dtype=object))",NBRK -> BERY,66.824
1479,1479,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['CAST', '37.690746', '-122.075602'], dtype=object))",NBRK -> CAST,27.393
1480,1480,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['CIVC', '37.779732', '-122.414123'], dtype=object))",NBRK -> CIVC,15.559000000000001
1481,1481,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['COLS', '37.753661', '-122.196869'], dtype=object))",NBRK -> COLS,15.405
1482,1482,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['COLM', '37.684638', '-122.466233'], dtype=object))",NBRK -> COLM,26.511
1483,1483,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['CONC', '37.973737', '-122.029095'], dtype=object))",NBRK -> CONC,24.944000000000003
1484,1484,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['DALY', '37.706121', '-122.469081'], dtype=object))",NBRK -> DALY,24.816
1485,1485,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['DBRK', '37.870104', '-122.268133'], dtype=object))",NBRK -> DBRK,1.412
1486,1486,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['DUBL', '37.701687', '-121.899179'], dtype=object))",NBRK -> DUBL,38.866
1487,1487,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['DELN', '37.925086', '-122.316794'], dtype=object))",NBRK -> DELN,6.4
1488,1488,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['PLZA', '37.902632', '-122.298904'], dtype=object))",NBRK -> PLZA,3.468
1489,1489,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['EMBR', '37.792874', '-122.397020'], dtype=object))",NBRK -> EMBR,13.460999999999999
1490,1490,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['FRMT', '37.557465', '-121.976608'], dtype=object))",NBRK -> FRMT,44.401
1491,1491,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['FTVL', '37.774836', '-122.224175'], dtype=object))",NBRK -> FTVL,12.204
1492,1492,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['GLEN', '37.733064', '-122.433817'], dtype=object))",NBRK -> GLEN,20.517
1493,1493,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['HAYW', '37.669723', '-122.087018'], dtype=object))",NBRK -> HAYW,28.56
1494,1494,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['LAFY', '37.893176', '-122.124630'], dtype=object))",NBRK -> LAFY,14.116
1495,1495,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['LAKE', '37.797027', '-122.265180'], dtype=object))",NBRK -> LAKE,8.714
1496,1496,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['MCAR', '37.829065', '-122.267040'], dtype=object))",NBRK -> MCAR,5.202000000000001
1497,1497,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['MLBR', '37.600271', '-122.386702'], dtype=object))",NBRK -> MLBR,31.795
1498,1498,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['MLPT', '37.410277', '-121.891081'], dtype=object))",NBRK -> MLPT,62.133
1499,1499,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['MONT', '37.789405', '-122.401066'], dtype=object))",NBRK -> MONT,13.985
1500,1500,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['NCON', '38.003193', '-122.024653'], dtype=object))",NBRK -> NCON,26.891
1501,1501,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['OAKL', '37.713238', '-122.212191'], dtype=object))",NBRK -> OAKL,18.958
1502,1502,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['ORIN', '37.878361', '-122.183791'], dtype=object))",NBRK -> ORIN,8.77
1503,1503,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['PITT', '38.018914', '-121.945154'], dtype=object))",NBRK -> PITT,33.797
1504,1504,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['PCTR', '38.016941', '-121.889457'], dtype=object))",NBRK -> PCTR,38.073
1505,1505,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['PHIL', '37.928468', '-122.056012'], dtype=object))",NBRK -> PHIL,20.878
1506,1506,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['POWL', '37.784471', '-122.407974'], dtype=object))",NBRK -> POWL,14.804
1507,1507,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['RICH', '37.936853', '-122.353099'], dtype=object))",NBRK -> RICH,9.297
1508,1508,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['ROCK', '37.844702', '-122.251371'], dtype=object))",NBRK -> ROCK,4.308
1509,1509,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['SBRN', '37.637761', '-122.416287'], dtype=object))",NBRK -> SBRN,28.776999999999997
1510,1510,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['SFIA', '37.615966', '-122.392409'], dtype=object))",NBRK -> SFIA,30.28
1511,1511,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['SANL', '37.721947', '-122.160844'], dtype=object))",NBRK -> SANL,20.067
1512,1512,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['SHAY', '37.634375', '-122.057189'], dtype=object))",NBRK -> SHAY,33.285
1513,1513,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['SSAN', '37.664245', '-122.443960'], dtype=object))",NBRK -> SSAN,27.287
1514,1514,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['UCTY', '37.590630', '-122.017388'], dtype=object))",NBRK -> UCTY,39.287
1515,1515,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['WCRK', '37.905522', '-122.067527'], dtype=object))",NBRK -> WCRK,19.291
1516,1516,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['WARM', '37.502171', '-121.939313'], dtype=object))",NBRK -> WARM,51.303000000000004
1517,1517,"(array(['NBRK', '37.873967', '-122.283440'], dtype=object), array(['WDUB', '37.699756', '-121.928240'], dtype=object))",NBRK -> WDUB,36.777
