,Unnamed: 0,permutations,route,distances
1224,1224,"(array(['LAFY', '37.893176', '-122.124630'], dtype=object), array(['WOAK', '37.804872', '-122.295140'], dtype=object))",LAFY -> WOAK,17.924
1225,1225,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['12TH', '37.803768', '-122.271450'], dtype=object))",LAKE -> 12TH,931.0
1226,1226,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['16TH', '37.765062', '-122.419694'], dtype=object))",LAKE -> 16TH,14.052
1227,1227,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['19TH', '37.808350', '-122.268602'], dtype=object))",LAKE -> 19TH,1.296
1228,1228,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['24TH', '37.752470', '-122.418143'], dtype=object))",LAKE -> 24TH,14.344000000000001
1229,1229,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['ANTC', '37.995388', '-121.780420'], dtype=object))",LAKE -> ANTC,47.968
1230,1230,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['ASHB', '37.852803', '-122.270062'], dtype=object))",LAKE -> ASHB,6.224
1231,1231,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['BALB', '37.721585', '-122.447506'], dtype=object))",LAKE -> BALB,18.111
1232,1232,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['BAYF', '37.696924', '-122.126514'], dtype=object))",LAKE -> BAYF,16.527
1233,1233,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['BERY', '37.368473', '-121.874681'], dtype=object))",LAKE -> BERY,58.843999999999994
1234,1234,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['CAST', '37.690746', '-122.075602'], dtype=object))",LAKE -> CAST,20.456
1235,1235,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['CIVC', '37.779732', '-122.414123'], dtype=object))",LAKE -> CIVC,13.244000000000002
1236,1236,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['COLS', '37.753661', '-122.196869'], dtype=object))",LAKE -> COLS,7.709
1237,1237,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['COLM', '37.684638', '-122.466233'], dtype=object))",LAKE -> COLM,21.674
1238,1238,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['CONC', '37.973737', '-122.029095'], dtype=object))",LAKE -> CONC,28.586
1239,1239,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['DALY', '37.706121', '-122.469081'], dtype=object))",LAKE -> DALY,20.603
1240,1240,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['DBRK', '37.870104', '-122.268133'], dtype=object))",LAKE -> DBRK,8.139
1241,1241,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['DUBL', '37.701687', '-121.899179'], dtype=object))",LAKE -> DUBL,33.919000000000004
1242,1242,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['DELN', '37.925086', '-122.316794'], dtype=object))",LAKE -> DELN,14.96
1243,1243,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['PLZA', '37.902632', '-122.298904'], dtype=object))",LAKE -> PLZA,12.124
1244,1244,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['EMBR', '37.792874', '-122.397020'], dtype=object))",LAKE -> EMBR,11.607000000000001
1245,1245,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['FRMT', '37.557465', '-121.976608'], dtype=object))",LAKE -> FRMT,36.846
1246,1246,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['FTVL', '37.774836', '-122.224175'], dtype=object))",LAKE -> FTVL,4.372
1247,1247,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['GLEN', '37.733064', '-122.433817'], dtype=object))",LAKE -> GLEN,16.46
1248,1248,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['HAYW', '37.669723', '-122.087018'], dtype=object))",LAKE -> HAYW,21.139
1249,1249,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['LAFY', '37.893176', '-122.124630'], dtype=object))",LAKE -> LAFY,16.347
1250,1250,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['MCAR', '37.829065', '-122.267040'], dtype=object))",LAKE -> MCAR,3.57
1251,1251,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['MLBR', '37.600271', '-122.386702'], dtype=object))",LAKE -> MLBR,24.378
1252,1252,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['MLPT', '37.410277', '-121.891081'], dtype=object))",LAKE -> MLPT,54.24100000000001
1253,1253,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['MONT', '37.789405', '-122.401066'], dtype=object))",LAKE -> MONT,11.984000000000002
1254,1254,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['NBRK', '37.873967', '-122.283440'], dtype=object))",LAKE -> NBRK,8.714
1255,1255,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['NCON', '38.003193', '-122.024653'], dtype=object))",LAKE -> NCON,31.195
1256,1256,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['OAKL', '37.713238', '-122.212191'], dtype=object))",LAKE -> OAKL,10.427999999999999
1257,1257,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['ORIN', '37.878361', '-122.183791'], dtype=object))",LAKE -> ORIN,11.54
1258,1258,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['PITT', '38.018914', '-121.945154'], dtype=object))",LAKE -> PITT,37.419000000000004
1259,1259,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['PCTR', '38.016941', '-121.889457'], dtype=object))",LAKE -> PCTR,41.089
1260,1260,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['PHIL', '37.928468', '-122.056012'], dtype=object))",LAKE -> PHIL,23.495
1261,1261,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['POWL', '37.784471', '-122.407974'], dtype=object))",LAKE -> POWL,12.639000000000001
1262,1262,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['RICH', '37.936853', '-122.353099'], dtype=object))",LAKE -> RICH,17.377
1263,1263,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['ROCK', '37.844702', '-122.251371'], dtype=object))",LAKE -> ROCK,5.444
1264,1264,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['SBRN', '37.637761', '-122.416287'], dtype=object))",LAKE -> SBRN,22.166999999999998
1265,1265,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['SFIA', '37.615966', '-122.392409'], dtype=object))",LAKE -> SFIA,23.061
1266,1266,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['SANL', '37.721947', '-122.160844'], dtype=object))",LAKE -> SANL,12.417
1267,1267,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['SHAY', '37.634375', '-122.057189'], dtype=object))",LAKE -> SHAY,25.755
1268,1268,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['SSAN', '37.664245', '-122.443960'], dtype=object))",LAKE -> SSAN,21.593000000000004
1269,1269,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['UCTY', '37.590630', '-122.017388'], dtype=object))",LAKE -> UCTY,31.691
1270,1270,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['WCRK', '37.905522', '-122.067527'], dtype=object))",LAKE -> WCRK,21.159000000000002
1271,1271,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['WARM', '37.502171', '-121.939313'], dtype=object))",LAKE -> WARM,43.615
1272,1272,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['WDUB', '37.699756', '-121.928240'], dtype=object))",LAKE -> WDUB,31.573
1273,1273,"(array(['LAKE', '37.797027', '-122.265180'], dtype=object), array(['WOAK', '37.804872', '-122.295140'], dtype=object))",LAKE -> WOAK,2.7760000000000002
1274,1274,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['12TH', '37.803768', '-122.271450'], dtype=object))",MCAR -> 12TH,2.843
1275,1275,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['16TH', '37.765062', '-122.419694'], dtype=object))",MCAR -> 16TH,15.200999999999999
1276,1276,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['19TH', '37.808350', '-122.268602'], dtype=object))",MCAR -> 19TH,2.31
1277,1277,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['24TH', '37.752470', '-122.418143'], dtype=object))",MCAR -> 24TH,15.792
1278,1278,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['ANTC', '37.995388', '-121.780420'], dtype=object))",MCAR -> ANTC,46.576
1279,1279,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['ASHB', '37.852803', '-122.270062'], dtype=object))",MCAR -> ASHB,2.656
1280,1280,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['BALB', '37.721585', '-122.447506'], dtype=object))",MCAR -> BALB,19.882
1281,1281,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['BAYF', '37.696924', '-122.126514'], dtype=object))",MCAR -> BAYF,19.218
1282,1282,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['BERY', '37.368473', '-121.874681'], dtype=object))",MCAR -> BERY,61.858000000000004
1283,1283,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['CAST', '37.690746', '-122.075602'], dtype=object))",MCAR -> CAST,22.824
1284,1284,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['CIVC', '37.779732', '-122.414123'], dtype=object))",MCAR -> CIVC,14.054
1285,1285,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['COLS', '37.753661', '-122.196869'], dtype=object))",MCAR -> COLS,10.419
1286,1286,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['COLM', '37.684638', '-122.466233'], dtype=object))",MCAR -> COLM,23.787
1287,1287,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['CONC', '37.973737', '-122.029095'], dtype=object))",MCAR -> CONC,26.386
1288,1288,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['DALY', '37.706121', '-122.469081'], dtype=object))",MCAR -> DALY,22.436999999999998
1289,1289,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['DBRK', '37.870104', '-122.268133'], dtype=object))",MCAR -> DBRK,4.569
1290,1290,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['DUBL', '37.701687', '-121.899179'], dtype=object))",MCAR -> DUBL,35.341
1291,1291,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['DELN', '37.925086', '-122.316794'], dtype=object))",MCAR -> DELN,11.548
1292,1292,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['PLZA', '37.902632', '-122.298904'], dtype=object))",MCAR -> PLZA,8.655
1293,1293,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['EMBR', '37.792874', '-122.397020'], dtype=object))",MCAR -> EMBR,12.12
1294,1294,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['FRMT', '37.557465', '-121.976608'], dtype=object))",MCAR -> FRMT,39.606
1295,1295,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['FTVL', '37.774836', '-122.224175'], dtype=object))",MCAR -> FTVL,7.117000000000001
1296,1296,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['GLEN', '37.733064', '-122.433817'], dtype=object))",MCAR -> GLEN,18.153
1297,1297,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['HAYW', '37.669723', '-122.087018'], dtype=object))",MCAR -> HAYW,23.785
1298,1298,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['LAFY', '37.893176', '-122.124630'], dtype=object))",MCAR -> LAFY,14.408
1299,1299,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['LAKE', '37.797027', '-122.265180'], dtype=object))",MCAR -> LAKE,3.57
1300,1300,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['MLBR', '37.600271', '-122.386702'], dtype=object))",MCAR -> MLBR,27.563000000000002
1301,1301,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['MLPT', '37.410277', '-121.891081'], dtype=object))",MCAR -> MLPT,57.20399999999999
1302,1302,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['MONT', '37.789405', '-122.401066'], dtype=object))",MCAR -> MONT,12.587
1303,1303,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['NBRK', '37.873967', '-122.283440'], dtype=object))",MCAR -> NBRK,5.202000000000001
1304,1304,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['NCON', '38.003193', '-122.024653'], dtype=object))",MCAR -> NCON,28.79
1305,1305,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['OAKL', '37.713238', '-122.212191'], dtype=object))",MCAR -> OAKL,13.767999999999999
1306,1306,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['ORIN', '37.878361', '-122.183791'], dtype=object))",MCAR -> ORIN,9.146
1307,1307,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['PITT', '38.018914', '-121.945154'], dtype=object))",MCAR -> PITT,35.293
1308,1308,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['PCTR', '38.016941', '-121.889457'], dtype=object))",MCAR -> PCTR,39.202
1309,1309,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['PHIL', '37.928468', '-122.056012'], dtype=object))",MCAR -> PHIL,21.593000000000004
1310,1310,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['POWL', '37.784471', '-122.407974'], dtype=object))",MCAR -> POWL,13.352
1311,1311,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['RICH', '37.936853', '-122.353099'], dtype=object))",MCAR -> RICH,14.183
1312,1312,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['ROCK', '37.844702', '-122.251371'], dtype=object))",MCAR -> ROCK,2.22
1313,1313,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['SBRN', '37.637761', '-122.416287'], dtype=object))",MCAR -> SBRN,25.023000000000003
1314,1314,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['SFIA', '37.615966', '-122.392409'], dtype=object))",MCAR -> SFIA,26.165
1315,1315,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['SANL', '37.721947', '-122.160844'], dtype=object))",MCAR -> SANL,15.149000000000001
1316,1316,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['SHAY', '37.634375', '-122.057189'], dtype=object))",MCAR -> SHAY,28.479
1317,1317,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['SSAN', '37.664245', '-122.443960'], dtype=object))",MCAR -> SSAN,24.066
1318,1318,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['UCTY', '37.590630', '-122.017388'], dtype=object))",MCAR -> UCTY,34.466
1319,1319,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['WCRK', '37.905522', '-122.067527'], dtype=object))",MCAR -> WCRK,19.49
1320,1320,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['WARM', '37.502171', '-121.939313'], dtype=object))",MCAR -> WARM,46.456
1321,1321,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['WDUB', '37.699756', '-121.928240'], dtype=object))",MCAR -> WDUB,33.108000000000004
1322,1322,"(array(['MCAR', '37.829065', '-122.267040'], dtype=object), array(['WOAK', '37.804872', '-122.295140'], dtype=object))",MCAR -> WOAK,3.655
1323,1323,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['12TH', '37.803768', '-122.271450'], dtype=object))",MLBR -> 12TH,24.824
1324,1324,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['16TH', '37.765062', '-122.419694'], dtype=object))",MLBR -> 16TH,18.573
1325,1325,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['19TH', '37.808350', '-122.268602'], dtype=object))",MLBR -> 19TH,25.391
1326,1326,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['24TH', '37.752470', '-122.418143'], dtype=object))",MLBR -> 24TH,17.168
1327,1327,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['ANTC', '37.995388', '-121.780420'], dtype=object))",MLBR -> ANTC,69.128
1328,1328,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['ASHB', '37.852803', '-122.270062'], dtype=object))",MLBR -> ASHB,29.929000000000002
1329,1329,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['BALB', '37.721585', '-122.447506'], dtype=object))",MLBR -> BALB,14.529000000000002
1330,1330,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['BAYF', '37.696924', '-122.126514'], dtype=object))",MLBR -> BAYF,25.331
1331,1331,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['BERY', '37.368473', '-121.874681'], dtype=object))",MLBR -> BERY,52.071999999999996
1332,1332,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['CAST', '37.690746', '-122.075602'], dtype=object))",MLBR -> CAST,29.212
1333,1333,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['CIVC', '37.779732', '-122.414123'], dtype=object))",MLBR -> CIVC,20.123
1334,1334,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['COLS', '37.753661', '-122.196869'], dtype=object))",MLBR -> COLS,23.901999999999997
1335,1335,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['COLM', '37.684638', '-122.466233'], dtype=object))",MLBR -> COLM,11.72
1336,1336,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['CONC', '37.973737', '-122.029095'], dtype=object))",MLBR -> CONC,52.136
1337,1337,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['DALY', '37.706121', '-122.469081'], dtype=object))",MLBR -> DALY,13.84
1338,1338,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['DBRK', '37.870104', '-122.268133'], dtype=object))",MLBR -> DBRK,31.8
1339,1339,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['DUBL', '37.701687', '-121.899179'], dtype=object))",MLBR -> DUBL,44.427
1340,1340,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['DELN', '37.925086', '-122.316794'], dtype=object))",MLBR -> DELN,36.678000000000004
1341,1341,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['PLZA', '37.902632', '-122.298904'], dtype=object))",MLBR -> PLZA,34.534
1342,1342,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['EMBR', '37.792874', '-122.397020'], dtype=object))",MLBR -> EMBR,21.46
1343,1343,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['FRMT', '37.557465', '-121.976608'], dtype=object))",MLBR -> FRMT,36.492
1344,1344,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['FTVL', '37.774836', '-122.224175'], dtype=object))",MLBR -> FTVL,24.136999999999997
1345,1345,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['GLEN', '37.733064', '-122.433817'], dtype=object))",MLBR -> GLEN,15.354000000000001
1346,1346,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['HAYW', '37.669723', '-122.087018'], dtype=object))",MLBR -> HAYW,27.526999999999997
1347,1347,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['LAFY', '37.893176', '-122.124630'], dtype=object))",MLBR -> LAFY,39.941
1348,1348,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['LAKE', '37.797027', '-122.265180'], dtype=object))",MLBR -> LAKE,24.378
1349,1349,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['MCAR', '37.829065', '-122.267040'], dtype=object))",MLBR -> MCAR,27.563000000000002
1350,1350,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['MLPT', '37.410277', '-121.891081'], dtype=object))",MLBR -> MLPT,48.61
1351,1351,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['MONT', '37.789405', '-122.401066'], dtype=object))",MLBR -> MONT,21.092
1352,1352,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['NBRK', '37.873967', '-122.283440'], dtype=object))",MLBR -> NBRK,31.795
1353,1353,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['NCON', '38.003193', '-122.024653'], dtype=object))",MLBR -> NCON,55.008
1354,1354,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['OAKL', '37.713238', '-122.212191'], dtype=object))",MLBR -> OAKL,19.866
1355,1355,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['ORIN', '37.878361', '-122.183791'], dtype=object))",MLBR -> ORIN,35.741
1356,1356,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['PITT', '38.018914', '-121.945154'], dtype=object))",MLBR -> PITT,60.662
1357,1357,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['PCTR', '38.016941', '-121.889457'], dtype=object))",MLBR -> PCTR,63.748999999999995
1358,1358,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['PHIL', '37.928468', '-122.056012'], dtype=object))",MLBR -> PHIL,46.708
1359,1359,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['POWL', '37.784471', '-122.407974'], dtype=object))",MLBR -> POWL,20.59
1360,1360,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['RICH', '37.936853', '-122.353099'], dtype=object))",MLBR -> RICH,37.585
1361,1361,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['ROCK', '37.844702', '-122.251371'], dtype=object))",MLBR -> ROCK,29.705
1362,1362,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['SBRN', '37.637761', '-122.416287'], dtype=object))",MLBR -> SBRN,4.922
1363,1363,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['SFIA', '37.615966', '-122.392409'], dtype=object))",MLBR -> SFIA,1.818
1364,1364,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['SANL', '37.721947', '-122.160844'], dtype=object))",MLBR -> SANL,24.075
1365,1365,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['SHAY', '37.634375', '-122.057189'], dtype=object))",MLBR -> SHAY,29.302
1366,1366,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['SSAN', '37.664245', '-122.443960'], dtype=object))",MLBR -> SSAN,8.729
1367,1367,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['UCTY', '37.590630', '-122.017388'], dtype=object))",MLBR -> UCTY,32.592
1368,1368,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['WCRK', '37.905522', '-122.067527'], dtype=object))",MLBR -> WCRK,44.089
1369,1369,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['WARM', '37.502171', '-121.939313'], dtype=object))",MLBR -> WARM,40.967
1370,1370,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['WDUB', '37.699756', '-121.928240'], dtype=object))",MLBR -> WDUB,41.898
1371,1371,"(array(['MLBR', '37.600271', '-122.386702'], dtype=object), array(['WOAK', '37.804872', '-122.295140'], dtype=object))",MLBR -> WOAK,24.162
1372,1372,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['12TH', '37.803768', '-122.271450'], dtype=object))",MLPT -> 12TH,55.172
1373,1373,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['16TH', '37.765062', '-122.419694'], dtype=object))",MLPT -> 16TH,61.108000000000004
1374,1374,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['19TH', '37.808350', '-122.268602'], dtype=object))",MLPT -> 19TH,55.426
1375,1375,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['24TH', '37.752470', '-122.418143'], dtype=object))",MLPT -> 24TH,60.108000000000004
1376,1376,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['ANTC', '37.995388', '-121.780420'], dtype=object))",MLPT -> ANTC,65.859
1377,1377,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['ASHB', '37.852803', '-122.270062'], dtype=object))",MLPT -> ASHB,59.523
1378,1378,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['BALB', '37.721585', '-122.447506'], dtype=object))",MLPT -> BALB,60.096000000000004
1379,1379,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['BAYF', '37.696924', '-122.126514'], dtype=object))",MLPT -> BAYF,38.078
1380,1380,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['BERY', '37.368473', '-121.874681'], dtype=object))",MLPT -> BERY,4.874
1381,1381,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['CAST', '37.690746', '-122.075602'], dtype=object))",MLPT -> CAST,35.214
1382,1382,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['CIVC', '37.779732', '-122.414123'], dtype=object))",MLPT -> CIVC,61.803999999999995
1383,1383,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['COLS', '37.753661', '-122.196869'], dtype=object))",MLPT -> COLS,46.786
1384,1384,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['COLM', '37.684638', '-122.466233'], dtype=object))",MLPT -> COLM,59.242
1385,1385,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['CONC', '37.973737', '-122.029095'], dtype=object))",MLPT -> CONC,63.891000000000005
1386,1386,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['DALY', '37.706121', '-122.469081'], dtype=object))",MLPT -> DALY,60.715
1387,1387,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['DBRK', '37.870104', '-122.268133'], dtype=object))",MLPT -> DBRK,61.032
1388,1388,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['DUBL', '37.701687', '-121.899179'], dtype=object))",MLPT -> DUBL,32.446999999999996
1389,1389,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['DELN', '37.925086', '-122.316794'], dtype=object))",MLPT -> DELN,68.494
1390,1390,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['PLZA', '37.902632', '-122.298904'], dtype=object))",MLPT -> PLZA,65.542
1391,1391,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['EMBR', '37.792874', '-122.397020'], dtype=object))",MLPT -> EMBR,61.685
1392,1392,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['FRMT', '37.557465', '-121.976608'], dtype=object))",MLPT -> FRMT,18.043
1393,1393,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['FTVL', '37.774836', '-122.224175'], dtype=object))",MLPT -> FTVL,50.102
1394,1394,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['GLEN', '37.733064', '-122.433817'], dtype=object))",MLPT -> GLEN,59.868
1395,1395,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['HAYW', '37.669723', '-122.087018'], dtype=object))",MLPT -> HAYW,33.664
1396,1396,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['LAFY', '37.893176', '-122.124630'], dtype=object))",MLPT -> LAFY,57.562
1397,1397,"(array(['MLPT', '37.410277', '-121.891081'], dtype=object), array(['LAKE', '37.797027', '-122.265180'], dtype=object))",MLPT -> LAKE,54.24100000000001
